Rating,Reviews,Star Rating,Distance to Landmark,Price,Tax,Rating_Desc_Encoded,Location_Andrews Ganj,Location_Chanakyapuri ,Location_Chandni Chowk ,Location_Connaught Place,Location_Connaught Place ,Location_Delhi ,Location_Delhi Airport ,Location_East Delhi,Location_East Of Kailash,Location_In Ghaziabad ,Location_Janakpuri,Location_Karol bagh,Location_Mahipalpur ,Location_Malviya Nagar,Location_Man Singh Road Area ,Location_Mangolpuri,Location_Motilal Nehru Marg Area ,Location_Near Nehru Place,Location_New Friends Colony,Location_North Delhi,Location_Okhla Industrial Area,Location_Paharganj,Location_Paharganj ,Location_Pusa road ,Location_R.K. Puram ,Location_Rajouri Garden,Location_Rohini,Location_Safdarjung Enclave ,Location_Saket,Location_Samalka ,Location_Sector 10 Dwarka,Location_Sector 13 Dwarka,Location_Sector 21 Dwarka,Location_Vasant Kunj ,Location_Vasant Vihar 
0.7100988120806236,2.0987128330907,0.9067302659505121,2.5041692189835967,0.30884332908368234,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16261804856808176,-0.4652182452965746,0.9067302659505121,2.5041692189835967,-0.06170196099404006,-0.23301320515332116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.3848627149444601,1.0620452352920107,0.9067302659505121,1.550273202933865,0.32078652438370814,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16261804856808176,1.6862964149224535,0.9067302659505121,-0.20610676312595883,0.38540227331461674,0.8638448412566968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.11112233318818919,-0.3740088699046503,-0.3541915101369188,2.5041692189835967,-0.5679097002489782,1.434211025389906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16261804856808176,2.0987128330907,0.9067302659505121,,0.3008811988836652,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7100988120806236,1.0778390665287074,0.9067302659505121,-0.26667158954181486,0.5385201617764855,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4363584303243515,0.604024129427802,0.9067302659505121,-0.14554193671010277,0.6153853417843437,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4363584303243515,0.5171580576259693,0.9067302659505121,,0.03292489407539484,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9838391938368933,-0.8723042454224359,,,-0.9225307299266663,-0.8723247522037316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4363584303243515,1.936233794243181,0.9067302659505121,,1.1635473824778337,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
